Postcode,Latitude,Longitude,Terminated,Population,Households,Built Up Area
LE16 8PE,52.477757,-0.839073,,31,14,
LE16 8PF,52.476182,-0.862952,,15,4,
LE16 8PG,52.480861,-0.867087,,34,16,
LE16 8PH,52.478193,-0.862665,,27,10,
LE16 8PJ,52.480964,-0.873225,,24,12,
LE16 8PL,52.484985,-0.815409,,19,8,
LE16 8PN,52.483858,-0.815115,,29,13,
LE16 8PP,52.481841,-0.814816,,5,4,
LE16 8PQ,52.477735,-0.864605,,47,20,
LE16 8PR,52.481605,-0.8155,,17,7,
LE16 8PS,52.480584,-0.813186,,38,15,
LE16 8PT,52.476287,-0.814111,,24,10,
LE16 8PW,52.483408,-0.815083,,27,11,
LE16 8PX,52.482245,-0.813833,,22,13,
LE16 8PY,52.481258,-0.815833,,51,24,
LE16 8PZ,52.485864,-0.81434,,26,10,
LE16 8QA,52.482791,-0.81454,,41,14,
LE16 8QB,52.484384,-0.804012,,52,25,Wilbarston
LE16 8QD,52.486743,-0.800782,,67,29,Wilbarston
LE16 8QE,52.486345,-0.791767,,7,2,
LE16 8QF,52.4861,-0.80211,,10,4,Wilbarston
LE16 8QG,52.486903,-0.804165,,36,15,Wilbarston
LE16 8QH,52.485843,-0.801528,,10,6,Wilbarston
LE16 8QJ,52.486004,-0.799727,,73,32,Wilbarston
LE16 8QL,52.483575,-0.801339,,98,37,Wilbarston
LE16 8QN,52.485882,-0.804502,,19,8,Wilbarston
LE16 8QP,52.48639,-0.802323,,5,3,Wilbarston
LE16 8QQ,52.485669,-0.80302,,65,25,Wilbarston
LE16 8QR,52.48306,-0.802855,,48,21,Wilbarston
LE16 8QS,52.483691,-0.803015,,41,15,Wilbarston
LE16 8QT,52.483163,-0.802352,,15,6,Wilbarston
LE16 8QU,52.47762,-0.862871,,18,7,
LE16 8QW,52.485321,-0.801527,,34,15,Wilbarston
LE16 8QX,52.487264,-0.803404,,37,14,Wilbarston
LE16 8QY,52.484797,-0.803868,,10,4,Wilbarston
LE16 8RA,52.484682,-0.800587,,8,4,Wilbarston
LE16 8RD,52.484856,-0.799935,,11,6,Wilbarston
LE16 8RE,52.480547,-0.816691,,11,6,
LE16 8TF,52.518281,-0.723331,,12,5,
LE16 8TG,52.516547,-0.724339,,78,36,
LE16 8TH,52.510731,-0.721855,,12,6,
LE16 8TL,52.501691,-0.760289,,16,9,Cottingham
LE16 8TQ,52.502725,-0.762926,,62,22,Cottingham
LE16 8TR,52.517799,-0.724553,,8,6,
LE16 8XA,52.503593,-0.750497,,73,32,Cottingham
LE16 8XB,52.503413,-0.76161,,65,26,Cottingham
LE16 8XD,52.503952,-0.762435,,79,36,Cottingham
LE16 8XE,52.502835,-0.753656,,22,9,Cottingham
LE16 8XF,52.502106,-0.759614,,32,15,Cottingham
LE16 8XG,52.501785,-0.755528,,67,25,Cottingham
LE16 8XH,52.501399,-0.749631,,31,13,Cottingham
LE16 8XJ,52.495934,-0.742126,,5,2,
LE16 8XL,52.502781,-0.757091,,48,18,Cottingham
LE16 8XN,52.501813,-0.758252,,3,2,Cottingham
LE16 8XP,52.503662,-0.758804,,23,9,Cottingham
LE16 8XQ,52.504044,-0.749792,,80,31,Cottingham
LE16 8XR,52.50163,-0.751923,,6,3,Cottingham
LE16 8XS,52.504314,-0.752406,,90,37,Cottingham
LE16 8XT,52.503131,-0.757051,,18,8,Cottingham
LE16 8XU,52.501403,-0.754271,,25,10,Cottingham
LE16 8XW,52.503097,-0.752131,,46,21,Cottingham
LE16 8XX,52.501744,-0.750859,,55,20,Cottingham
LE16 8XY,52.502533,-0.751499,,99,40,Cottingham
LE16 8XZ,52.501918,-0.75025,,19,7,Cottingham
LE16 8YA,52.495684,-0.779224,,43,23,
LE16 8YB,52.494612,-0.754922,,3,1,
LE16 8YD,52.493179,-0.773416,,117,47,
LE16 8YE,52.495292,-0.768246,,48,19,
LE16 8YG,52.493717,-0.775095,,47,19,
LE16 8YH,52.47692,-0.766302,,6,3,
LE16 8YJ,52.501051,-0.7662,,7,3,Cottingham
LE16 8YP,52.501914,-0.766266,,32,13,Cottingham
LE16 8YQ,52.502533,-0.74979,,13,6,Cottingham
LE16 8YR,52.499722,-0.762878,,15,7,Cottingham
LE16 8YS,52.501313,-0.764557,,18,10,Cottingham
LE16 8YT,52.502116,-0.764844,,51,18,Cottingham
LE16 8YU,52.501142,-0.762882,,119,47,Cottingham
LE16 8YW,52.501762,-0.76285,,9,3,Cottingham
LE16 8YX,52.499702,-0.765265,,22,10,Cottingham
LE16 8YY,52.502352,-0.765117,,30,15,Cottingham
LE16 8YZ,52.499612,-0.764443,,36,13,Cottingham
LE16 9BF,52.43793,-1.001793,,3,1,
LE16 9BS,52.457075,-0.946363,,6,2,East Farndon
LE16 9RF,52.417785,-0.978942,,2,1,
LE16 9RG,52.426601,-0.958823,,20,10,Clipston
LE16 9RH,52.427303,-0.954777,,35,13,Clipston
LE16 9RJ,52.426796,-0.950304,,26,13,Clipston
LE16 9RL,52.42973,-0.957823,,18,6,Clipston
LE16 9RN,52.428461,-0.950529,,46,16,Clipston
LE16 9RP,52.429583,-0.930249,,6,2,
LE16 9RR,52.428255,-0.957933,,67,21,Clipston
LE16 9RS,52.428542,-0.954557,,41,17,Clipston
LE16 9RT,52.43087,-0.953665,,57,24,Clipston
LE16 9RU,52.427325,-0.953232,,37,16,Clipston
LE16 9RW,52.427429,-0.950715,,22,11,Clipston
LE16 9RX,52.424803,-0.951689,,101,37,Clipston
LE16 9RY,52.415036,-0.949259,,5,3,
LE16 9RZ,52.426309,-0.95836,,85,29,Clipston
LE16 9SA,52.429058,-0.954044,,10,3,Clipston
LE16 9SB,52.429101,-0.960031,,27,12,Clipston
LE16 9SD,52.426436,-0.952283,,33,16,Clipston
LE16 9SE,52.459916,-0.94619,,22,10,East Farndon
LE16 9SF,52.462696,-0.942549,,27,11,East Farndon
LE16 9SG,52.463438,-0.941015,,7,2,East Farndon
LE16 9SH,52.460571,-0.943054,,67,24,East Farndon
LE16 9SJ,52.457823,-0.946416,,61,23,East Farndon
LE16 9SL,52.460276,-0.952289,,23,8,
LE16 9SN,52.454407,-0.947545,,7,3,
LE16 9SQ,52.463547,-0.943056,,59,28,East Farndon
LE16 9SR,52.460488,-0.960175,,5,2,
LE16 9SS,52.460594,-0.944672,,9,5,East Farndon
LE16 9ST,52.452989,-0.94169,,4,1,
LE16 9SU,52.455897,-0.946212,,10,4,East Farndon
LE16 9SW,52.44929,-0.932215,,10,3,
LE16 9TQ,52.466233,-0.984944,,1,1,
LE16 9TR,52.472606,-0.962979,,7,5,
LE16 9TT,52.449321,-0.967087,,20,7,
LE16 9TU,52.462929,-0.977266,,15,4,
LE16 9TX,52.465946,-0.997684,,5,2,
LE16 9TY,52.466899,-0.982883,,88,35,
LE16 9TZ,52.446989,-0.999159,,10,3,
LE16 9UA,52.437288,-0.999128,,92,18,
LE16 9UB,52.433436,-0.984874,,4,1,
LE16 9UD,52.4383,-1.001827,,97,42,
LE16 9UE,52.426856,-0.987173,,2,1,
LE16 9UF,52.437152,-1.001103,,45,18,
LE16 9UG,52.436449,-1.001942,,26,11,
LE16 9UH,52.425986,-0.993722,,15,5,
LE16 9UJ,52.435166,-1.008813,,37,15,
LE16 9UL,52.439173,-1.00637,,29,16,
LE16 9UP,52.438501,-1.00119,,9,3,
LE16 9UQ,52.438264,-1.005064,,17,6,
LE16 9UX,52.43696,-0.998636,,15,4,
LE17 6NJ,52.455648,-1.0275,,2,1,
LE17 6QX,52.46203,-1.011052,,23,11,
MK16 8LR,52.159151,-0.808055,,8,3,
MK16 8LS,52.16182,-0.799972,,2,1,
MK16 8PB,52.155963,-0.787266,,1,1,
MK19 6AA,52.062175,-0.863648,,9,6,Old Stratford
MK19 6AB,52.062355,-0.862739,,4,1,Old Stratford
MK19 6AD,52.063347,-0.862696,,31,11,Old Stratford
MK19 6AE,52.062869,-0.863878,,22,13,Old Stratford
MK19 6AF,52.063905,-0.863718,,43,19,Old Stratford
MK19 6AG,52.064195,-0.863944,,27,12,Old Stratford
MK19 6AH,52.064379,-0.867501,,43,15,Old Stratford
MK19 6AJ,52.063147,-0.868466,,116,49,Old Stratford
MK19 6AL,52.062695,-0.867281,,110,52,Old Stratford
MK19 6AN,52.063705,-0.866261,,21,10,Old Stratford
MK19 6AP,52.062193,-0.864654,,29,12,Old Stratford
MK19 6AQ,52.064459,-0.866536,,26,13,Old Stratford
MK19 6AR,52.061592,-0.865675,,36,15,Old Stratford
MK19 6AS,52.060931,-0.864292,,94,39,Old Stratford
MK19 6AT,52.06141,-0.864528,,20,11,Old Stratford
MK19 6AW,52.062473,-0.865697,,29,10,Old Stratford
MK19 6AX,52.059074,-0.867533,,103,41,Old Stratford
MK19 6AY,52.06116,-0.86751,,83,32,Old Stratford
MK19 6AZ,52.06143,-0.867517,,53,26,Old Stratford
MK19 6BA,52.064859,-0.877307,,15,9,
MK19 6BB,52.060169,-0.865434,,73,29,Old Stratford
MK19 6BD,52.0721,-0.882392,,2,1,
MK19 6BE,52.060676,-0.867682,,35,27,Old Stratford
MK19 6BG,52.05467,-0.874222,,3,1,
MK19 6BH,52.057116,-0.911292,,6,3,
MK19 6BJ,52.059943,-0.917936,,18,7,
MK19 6BL,52.06179,-0.918358,,2,1,
MK19 6BN,52.049449,-0.915769,,18,7,Wicken (South Northamptonshire)
MK19 6BP,52.048601,-0.911531,,27,12,Wicken (South Northamptonshire)
MK19 6BS,52.047966,-0.910683,,35,15,Wicken (South Northamptonshire)
MK19 6BT,52.047724,-0.914935,,40,18,Wicken (South Northamptonshire)
MK19 6BU,52.048463,-0.914159,,8,5,Wicken (South Northamptonshire)
MK19 6BW,52.048158,-0.913292,,24,10,Wicken (South Northamptonshire)
MK19 6BX,52.047959,-0.914128,,14,6,Wicken (South Northamptonshire)
MK19 6BY,52.046017,-0.918958,,67,28,Wicken (South Northamptonshire)
MK19 6BZ,52.042912,-0.906945,,15,5,
MK19 6DD,52.027778,-0.904585,,4,1,
MK19 6DF,52.030418,-0.907028,,1,1,
MK19 6DG,52.032851,-0.887729,,12,4,
MK19 6DH,52.047456,-0.863569,,22,10,
MK19 6DJ,52.065813,-0.866166,,42,15,Old Stratford
MK19 6DL,52.065337,-0.866179,,91,42,Old Stratford
MK19 6DP,52.064253,-0.860094,,96,31,Old Stratford
MK19 6DQ,52.049658,-0.865336,,6,2,
MK19 6DW,52.064033,-0.861441,,101,38,Old Stratford
MK19 6EH,52.064112,-0.86497,,34,13,Old Stratford
MK19 6ES,52.062857,-0.864447,,21,17,Old Stratford
MK19 6EX,52.064605,-0.862069,,36,14,Old Stratford
MK19 6EY,52.047843,-0.910281,,13,7,Wicken (South Northamptonshire)
MK19 6EZ,52.062593,-0.862222,,13,4,Old Stratford
MK19 6FA,52.050669,-0.886558,,55,22,Deanshanger
MK19 6FB,52.054452,-0.884378,,19,5,Deanshanger
MK19 6FD,52.05042,-0.889729,,27,12,Deanshanger
MK19 6FE,52.053561,-0.894814,,9,3,Deanshanger
MK19 6FF,52.064992,-0.866756,,13,8,Old Stratford
MK19 6GA,52.052779,-0.888168,,58,17,Deanshanger
MK19 6GB,52.053517,-0.888266,,46,15,Deanshanger
MK19 6GD,52.052831,-0.886008,,6,3,Deanshanger
MK19 6GE,52.052773,-0.886579,,20,6,Deanshanger
MK19 6GF,52.053009,-0.886792,,42,14,Deanshanger
MK19 6GG,52.053456,-0.886532,,54,18,Deanshanger
MK19 6GH,52.053891,-0.886843,,99,31,Deanshanger
MK19 6GL,52.054564,-0.886724,,67,21,Deanshanger
MK19 6GN,52.052789,-0.889174,,46,20,Deanshanger
MK19 6GP,52.053216,-0.889718,,56,24,Deanshanger
MK19 6GQ,52.054193,-0.889402,,45,17,Deanshanger
MK19 6GR,52.054477,-0.88992,,60,22,Deanshanger
MK19 6GU,52.050017,-0.888003,,43,13,Deanshanger
MK19 6GY,52.051485,-0.886348,,157,57,Deanshanger
MK19 6GZ,52.051182,-0.888499,,13,7,Deanshanger
MK19 6HA,52.053184,-0.884352,,214,76,Deanshanger
MK19 6HB,52.050693,-0.889139,,36,16,Deanshanger
MK19 6HD,52.050875,-0.889353,,73,29,Deanshanger
MK19 6HE,52.051329,-0.890698,,5,4,Deanshanger
MK19 6HF,52.049692,-0.890709,,36,13,Deanshanger
MK19 6HG,52.049907,-0.891579,,7,1,Deanshanger
MK19 6HH,52.048962,-0.886732,,28,13,Deanshanger
MK19 6HJ,52.04808,-0.886637,,26,9,Deanshanger
MK19 6HL,52.048686,-0.884796,,28,8,Deanshanger
MK19 6HN,52.049493,-0.882037,,8,3,Deanshanger
MK19 6HP,52.05155,-0.884626,,14,5,Deanshanger
MK19 6HQ,52.04833,-0.888264,,65,29,Deanshanger
MK19 6HR,52.0499,-0.886067,,7,4,Deanshanger
MK19 6HS,52.049437,-0.886472,,20,9,Deanshanger
MK19 6HT,52.051648,-0.892119,,21,11,Deanshanger
MK19 6HU,52.051593,-0.892701,,39,14,Deanshanger
MK19 6HW,52.051932,-0.884135,,40,13,Deanshanger
MK19 6HX,52.052041,-0.890884,,102,36,Deanshanger
MK19 6HY,52.051752,-0.889885,,67,28,Deanshanger
MK19 6HZ,52.052085,-0.895314,,78,28,Deanshanger
MK19 6JA,52.053664,-0.894315,,48,23,Deanshanger
MK19 6JB,52.054526,-0.894163,,106,36,Deanshanger
MK19 6JD,52.053618,-0.893179,,17,14,Deanshanger
MK19 6JE,52.053286,-0.8952,,91,32,Deanshanger
MK19 6JF,52.053624,-0.895833,,51,19,Deanshanger
MK19 6JG,52.05547,-0.893206,,23,8,Deanshanger
MK19 6JH,52.053224,-0.891497,,59,22,Deanshanger
MK19 6JJ,52.055228,-0.894218,,33,15,Deanshanger
MK19 6JL,52.054005,-0.892353,,86,32,Deanshanger
MK19 6JN,52.052642,-0.890782,,34,14,Deanshanger
MK19 6JP,52.049,-0.892608,,2,1,Deanshanger
MK19 6JQ,52.054299,-0.892039,,61,28,Deanshanger
MK19 6JR,52.047587,-0.89534,,26,10,
MK19 6JS,52.050616,-0.893297,,28,10,Deanshanger
MK19 6JU,52.043414,-0.885718,,1,0,
MK19 6JW,52.052673,-0.890227,,55,19,Deanshanger
MK19 6JX,52.051317,-0.889459,,41,14,Deanshanger
MK19 6JY,52.041109,-0.878689,,2,1,
MK19 6JZ,52.054259,-0.893484,,19,13,Deanshanger
MK19 6LD,52.04939,-0.888194,,58,26,Deanshanger
MK19 6LH,52.053697,-0.896852,,72,34,Deanshanger
MK19 6LJ,52.05353,-0.896273,,62,30,Deanshanger
MK19 6LL,52.056145,-0.892285,,110,35,Deanshanger
MK19 6LN,52.056524,-0.891517,,125,53,Deanshanger
MK19 6LP,52.057975,-0.8938,,8,3,Deanshanger
MK19 6LR,52.058552,-0.896496,,3,2,
MK19 6LS,52.057507,-0.891872,,98,35,Deanshanger
MK19 6LT,52.056957,-0.891667,,90,32,Deanshanger
MK19 6LU,52.055422,-0.890057,,56,19,Deanshanger
MK19 6LW,52.057146,-0.893588,,29,10,Deanshanger
MK19 6LX,52.056352,-0.88945,,44,16,Deanshanger
MK19 6LY,52.056217,-0.888535,,55,21,Deanshanger
MK19 6LZ,52.055114,-0.888869,,39,12,Deanshanger
MK19 6NA,52.055556,-0.887983,,52,19,Deanshanger
MK19 6NB,52.054852,-0.886819,,65,24,Deanshanger
MK19 6ND,52.055415,-0.886382,,86,34,Deanshanger
MK19 6NF,52.054736,-0.891649,,45,16,Deanshanger
MK19 6NG,52.054738,-0.890891,,59,29,Deanshanger
MK19 6NH,52.059413,-0.869114,,73,25,Old Stratford
MK19 6NN,52.060662,-0.86901,,93,39,Old Stratford
MK19 6NR,52.079923,-0.873981,,6,2,
MK19 6NT,52.065374,-0.864471,,135,44,Old Stratford
MK19 6NW,52.060381,-0.869717,,99,36,Old Stratford
MK19 6NY,52.065795,-0.863322,,38,12,Old Stratford
MK19 6NZ,52.064613,-0.864738,,58,19,Old Stratford
MK19 7BA,52.076957,-0.848943,,3,1,Cosgrove
MK19 7BB,52.070016,-0.862792,,5,2,
MK19 7BD,52.07107,-0.856535,,24,10,
MK19 7BE,52.084829,-0.851265,,14,4,
MK19 7DF,52.089708,-0.866772,,12,4,
MK19 7JA,52.075182,-0.848507,,40,16,Cosgrove
MK19 7JD,52.075825,-0.845295,,32,15,Cosgrove
MK19 7JF,52.077005,-0.849263,,45,17,Cosgrove
MK19 7JG,52.077731,-0.848077,,71,31,Cosgrove
MK19 7JH,52.076935,-0.845763,,98,45,Cosgrove
MK19 7JJ,52.081063,-0.840403,,7,2,
MK19 7JL,52.076225,-0.842075,,77,33,Cosgrove
MK19 7JN,52.077183,-0.841671,,26,10,Cosgrove
MK19 7JP,52.074451,-0.840585,,2,1,Cosgrove
MK19 7JQ,52.076245,-0.848699,,37,15,Cosgrove
MK19 7JR,52.073813,-0.841874,,10,5,
MK19 7JW,52.077361,-0.840557,,18,7,Cosgrove
NN1 1AG,52.235583,-0.894019,,155,99,Northampton
NN1 1DA,52.236984,-0.895097,,1,1,Northampton
NN1 1DF,52.236521,-0.896309,,2,2,Northampton
NN1 1DQ,52.235284,-0.890951,,69,40,Northampton
NN1 1DT,52.235583,-0.894019,,40,28,Northampton
NN1 1EL,52.2315,-0.894867,,67,29,Northampton
NN1 1EP,52.232089,-0.89434,,71,26,Northampton
NN1 1EQ,52.235338,-0.894786,,22,21,Northampton
NN1 1ER,52.234989,-0.894912,,53,42,Northampton
NN1 1ES,52.235224,-0.891568,,87,50,Northampton
NN1 1EW,52.235902,-0.894465,,3,1,Northampton
NN1 1EX,52.236026,-0.905869,,25,21,Northampton
NN1 1EY,52.232134,-0.89346,,64,23,Northampton
NN1 1HF,52.232599,-0.892248,,60,23,Northampton
NN1 1HH,52.234286,-0.894768,,59,25,Northampton
NN1 1HJ,52.234357,-0.895645,,58,35,Northampton
NN1 1HL,52.231543,-0.895569,,11,7,Northampton
NN1 1HS,52.235891,-0.891419,,6,5,Northampton
NN1 1HW,52.231239,-0.895737,,14,8,Northampton
NN1 1JF,52.237736,-0.891607,,8,6,Northampton
NN1 1JS,52.237108,-0.892663,,15,9,Northampton
NN1 1JT,52.236979,-0.892373,,17,12,Northampton
NN1 1JW,52.237618,-0.890541,,23,23,Northampton
NN1 1JX,52.236858,-0.891937,,3,1,Northampton
NN1 1LD,52.237224,-0.891693,,4,1,Northampton
NN1 1LG,52.236958,-0.891085,,23,17,Northampton
NN1 1LN,52.237113,-0.890715,,53,34,Northampton
NN1 1LX,52.237061,-0.889647,,20,7,Northampton
NN1 1NS,52.235284,-0.896662,,35,23,Northampton
NN1 1NW,52.236417,-0.897615,,4,1,Northampton
NN1 1PA,52.235441,-0.897391,,8,4,Northampton
NN1 1PB,52.236065,-0.898488,,76,44,Northampton
NN1 1PD,52.234241,-0.89761,,3,3,Northampton
NN1 1PJ,52.234663,-0.898478,,2,1,Northampton
NN1 1PS,52.235838,-0.899138,,1,1,Northampton
NN1 1PT,52.236449,-0.89946,,1,1,Northampton
NN1 1PU,52.236065,-0.898488,,122,70,Northampton
NN1 1QF,52.232431,-0.896352,,2,1,Northampton
NN1 1RA,52.236594,-0.899309,,8,7,Northampton
NN1 1RS,52.236953,-0.899477,,9,4,Northampton
NN1 1SH,52.236071,-0.902939,,51,37,Northampton
NN1 1SN,52.237189,-0.904288,,16,7,Northampton
NN1 1SR,52.236645,-0.901885,,8,3,Northampton
NN1 1TB,52.236202,-0.900637,,1,1,Northampton
NN1 1TY,52.236647,-0.892704,,35,20,Northampton
NN1 1UB,52.236833,-0.894031,,6,2,Northampton
NN1 1UD,52.235354,-0.892633,,12,7,Northampton
NN1 1UE,52.236156,-0.891252,,3,1,Northampton
NN1 1UG,52.235483,-0.891986,,67,52,Northampton
NN1 1UH,52.235813,-0.891026,,24,12,Northampton
NN1 1US,52.235825,-0.890088,,45,38,Northampton
NN1 2AA,52.23784,-0.893113,,31,19,Northampton
NN1 2AB,52.237869,-0.894313,,17,13,Northampton
NN1 2BH,52.239363,-0.890908,,8,2,Northampton
NN1 2BN,52.238692,-0.889973,,6,2,Northampton
NN1 2DL,52.237912,-0.896934,,14,10,Northampton
NN1 2EA,52.238751,-0.897308,,7,4,Northampton
NN1 2ED,52.238753,-0.893882,,5,2,Northampton
NN1 2ET,52.237108,-0.89751,,33,24,Northampton
NN1 2HA,52.24141,-0.900216,,56,36,Northampton
NN1 2HB,52.241099,-0.900282,,109,57,Northampton
NN1 2HD,52.241773,-0.900265,,22,14,Northampton
NN1 2HH,52.240518,-0.900004,,40,27,Northampton
NN1 2HN,52.242034,-0.900288,,44,27,Northampton
NN1 2HQ,52.241307,-0.899515,,110,71,Northampton
NN1 2HS,52.241323,-0.8995,,105,67,Northampton
NN1 2HY,52.24083,-0.900376,,5,5,Northampton
NN1 2JA,52.241573,-0.901998,,51,42,Northampton
NN1 2JB,52.240951,-0.900813,,72,50,Northampton
NN1 2JD,52.240609,-0.900806,,20,8,Northampton
NN1 2JF,52.24063,-0.901128,,9,4,Northampton
NN1 2JG,52.240526,-0.901541,,16,7,Northampton
NN1 2JH,52.240476,-0.901996,,101,67,Northampton
NN1 2JJ,52.240899,-0.902029,,64,38,Northampton
NN1 2JQ,52.24021,-0.901329,,24,8,Northampton
NN1 2JR,52.241952,-0.901139,,131,94,Northampton
NN1 2JY,52.241643,-0.899785,,29,19,Northampton
NN1 2JZ,52.24149,-0.90077,,62,45,Northampton
NN1 2LA,52.241794,-0.899649,,48,22,Northampton
NN1 2LT,52.238947,-0.898006,,1,1,Northampton
NN1 2LU,52.23896,-0.897537,,17,12,Northampton
NN1 2LZ,52.240363,-0.897855,,49,23,Northampton
NN1 2NE,52.241151,-0.898479,,2,1,Northampton
NN1 2NQ,52.242183,-0.897926,,18,6,Northampton
NN1 2NW,52.242676,-0.899965,,10,9,Northampton
NN1 2NX,52.242834,-0.898658,,1,1,Northampton
NN1 2PA,52.243526,-0.903166,,56,23,Northampton
NN1 2PB,52.243687,-0.904011,,13,7,Northampton
NN1 2PD,52.244235,-0.903924,,38,10,Northampton
NN1 2PE,52.243939,-0.903038,,101,43,Northampton
NN1 2PF,52.244298,-0.902077,,20,6,Northampton
NN1 2PG,52.244153,-0.90293,,96,42,Northampton
NN1 2PH,52.244771,-0.902945,,105,46,Northampton
NN1 2PJ,52.243598,-0.902226,,16,7,Northampton
NN1 2PQ,52.245417,-0.903749,,75,26,Northampton
NN1 2PT,52.243554,-0.901363,,1,1,Northampton
NN1 2QL,52.237476,-0.896476,,4,3,Northampton
NN1 2QP,52.237698,-0.898066,,7,5,Northampton
NN1 2QW,52.237467,-0.896725,,4,1,Northampton
NN1 2RG,52.237989,-0.901325,,91,35,Northampton
NN1 2RH,52.237837,-0.902412,,3,1,Northampton
NN1 2RJ,52.237935,-0.902278,,19,9,Northampton
NN1 2RL,52.238412,-0.902413,,46,38,Northampton
NN1 2RN,52.237929,-0.902674,,27,15,Northampton
NN1 2RQ,52.23844,-0.901856,,31,24,Northampton
NN1 2RU,52.238553,-0.90402,,31,24,Northampton
NN1 2RW,52.238039,-0.903857,,15,6,Northampton
NN1 2RX,52.239132,-0.903699,,26,21,Northampton
NN1 2RY,52.23965,-0.903964,,20,8,Northampton
NN1 2RZ,52.239787,-0.90421,,16,7,Northampton
NN1 2SA,52.239227,-0.904004,,116,39,Northampton
NN1 2SB,52.239289,-0.904852,,16,12,Northampton
NN1 2SE,52.240311,-0.904754,,6,3,Northampton
NN1 2SF,52.240036,-0.903896,,25,12,Northampton
NN1 2SG,52.239915,-0.903504,,46,15,Northampton
NN1 2SH,52.239129,-0.903113,,108,51,Northampton
NN1 2SJ,52.238756,-0.901995,,80,37,Northampton
NN1 2SL,52.238966,-0.900979,,39,22,Northampton
NN1 2SN,52.239975,-0.901261,,20,7,Northampton
NN1 2SQ,52.239754,-0.902629,,50,28,Northampton
NN1 2SR,52.239646,-0.901694,,24,8,Northampton
NN1 2SS,52.240055,-0.902109,,95,65,Northampton
NN1 2TN,52.243055,-0.898959,,16,7,Northampton
NN1 2TP,52.243525,-0.900163,,49,28,Northampton
NN1 2TR,52.243621,-0.899121,,2,1,Northampton
NN1 2TU,52.243199,-0.899878,,24,14,Northampton
NN1 2TW,52.242965,-0.89984,,35,18,Northampton
NN1 2TY,52.242781,-0.899435,,31,17,Northampton
NN1 3AE,52.242609,-0.895426,,34,30,Northampton
NN1 3AU,52.241574,-0.892434,,15,6,Northampton
NN1 3AX,52.24266,-0.891558,,73,34,Northampton
NN1 3BA,52.243885,-0.892817,,80,45,Northampton
NN1 3BE,52.24345,-0.892139,,71,33,Northampton
NN1 3BG,52.243151,-0.891853,,80,24,Northampton
NN1 3BH,52.242462,-0.892207,,92,37,Northampton
NN1 3BJ,52.242015,-0.892526,,42,24,Northampton
NN1 3BL,52.242488,-0.894052,,43,16,Northampton
NN1 3BP,52.24278,-0.893532,,66,25,Northampton
NN1 3BQ,52.243251,-0.892979,,24,7,Northampton
NN1 3BW,52.24263,-0.892862,,86,35,Northampton
NN1 3DA,52.24471,-0.897995,,40,16,Northampton
NN1 3DJ,52.242588,-0.894181,,23,17,Northampton
NN1 3DS,52.242231,-0.897266,,30,19,Northampton
NN1 3DY,52.242904,-0.895287,,10,3,Northampton
NN1 3DZ,52.244295,-0.894051,,20,6,Northampton
NN1 3EA,52.24499,-0.893404,,76,31,Northampton
NN1 3EE,52.244514,-0.890516,,34,23,Northampton
NN1 3EP,52.244561,-0.892624,,133,54,Northampton
NN1 3ER,52.245927,-0.891623,,90,49,Northampton
NN1 3ES,52.24578,-0.891275,,83,33,Northampton
NN1 3ET,52.244694,-0.891537,,85,29,Northampton
NN1 3EU,52.244507,-0.891717,,119,44,Northampton
NN1 3EX,52.24551,-0.891282,,160,58,Northampton
NN1 3EY,52.245094,-0.890999,,88,37,Northampton
NN1 3EZ,52.244288,-0.892587,,142,64,Northampton
NN1 3FB,52.245272,-0.892767,,17,6,Northampton
NN1 3HB,52.244157,-0.896559,,79,55,Northampton
NN1 3HD,52.24406,-0.895814,,65,47,Northampton
NN1 3HE,52.24418,-0.895182,,54,36,Northampton
NN1 3HH,52.24317,-0.896145,,32,0,Northampton
NN1 3HS,52.243698,-0.895589,,55,37,Northampton
NN1 3JA,52.244324,-0.884706,,73,31,Northampton
NN1 3JD,52.243991,-0.885549,,33,13,Northampton
NN1 3JE,52.243899,-0.887323,,118,47,Northampton
NN1 3JF,52.243507,-0.888564,,52,17,Northampton
NN1 3JG,52.243595,-0.889382,,14,8,Northampton
NN1 3JH,52.242983,-0.889294,,69,26,Northampton
NN1 3JL,52.242781,-0.889812,,72,25,Northampton
NN1 3JQ,52.244109,-0.889867,,2,1,Northampton
NN1 3JS,52.241743,-0.890292,,47,25,Northampton
NN1 3JT,52.241319,-0.888267,,123,48,Northampton
NN1 3JU,52.240976,-0.889389,,49,24,Northampton
NN1 3JW,52.241639,-0.890749,,69,25,Northampton
NN1 3JY,52.241502,-0.888643,,48,21,Northampton
NN1 3LB,52.241716,-0.88877,,91,38,Northampton
NN1 3LD,52.241933,-0.887636,,30,10,Northampton
NN1 3LE,52.242234,-0.888068,,109,48,Northampton
NN1 3LF,52.24202,-0.888264,,119,50,Northampton
NN1 3LG,52.242576,-0.88617,,42,19,Northampton
NN1 3LH,52.242824,-0.885813,,25,13,Northampton
NN1 3LJ,52.243413,-0.886237,,38,20,Northampton
NN1 3LL,52.2427,-0.887925,,120,46,Northampton
NN1 3LN,52.242503,-0.888003,,108,48,Northampton
NN1 3LP,52.243454,-0.885811,,101,42,Northampton
NN1 3LQ,52.243217,-0.886432,,18,8,Northampton
NN1 3LR,52.243633,-0.88484,,70,33,Northampton
NN1 3LW,52.243132,-0.887929,,192,87,Northampton
